Carcass Drop,Site,Flood,Season,Habitat,Species,group_size,event_length
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,3,0
3SD,10,After Flood,Cool,Closed,Corvid,3,0
3SD,10,After Flood,Cool,Closed,Corvid,3,9
3SD,10,After Flood,Cool,Closed,Corvid,4,0
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,3,1
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,2,6
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,4,26
3SD,10,After Flood,Cool,Closed,Corvid,4,6
3SD,10,After Flood,Cool,Closed,Corvid,5,0
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,10,After Flood,Cool,Closed,Corvid,2,4
3SD,10,After Flood,Cool,Closed,Corvid,2,16
3SD,10,After Flood,Cool,Closed,Corvid,2,15
3SD,10,After Flood,Cool,Closed,Corvid,2,8
3SD,10,After Flood,Cool,Closed,Corvid,3,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,0
3SD,10,After Flood,Cool,Closed,Corvid,1,1
3SD,10,After Flood,Cool,Closed,Corvid,2,0
3SD,20,After Flood,Cool,Open,Corvid,2,33
3SD,20,After Flood,Cool,Open,Corvid,2,36
3SD,20,After Flood,Cool,Open,Corvid,2,6
3SD,20,After Flood,Cool,Open,Corvid,2,8
3SD,20,After Flood,Cool,Open,Corvid,2,18
3SD,20,After Flood,Cool,Open,Corvid,2,17
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,2,29
3SD,20,After Flood,Cool,Open,Corvid,2,66
3SD,20,After Flood,Cool,Open,Corvid,2,5
3SD,20,After Flood,Cool,Open,Corvid,2,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,2,1
3SD,20,After Flood,Cool,Open,Corvid,2,2
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,2,9
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,4,22
3SD,20,After Flood,Cool,Open,Corvid,2,1
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,2,4
3SD,20,After Flood,Cool,Open,Corvid,2,5
3SD,20,After Flood,Cool,Open,Corvid,2,10
3SD,20,After Flood,Cool,Open,LittleCrow,2,40
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,20
3SD,20,After Flood,Cool,Open,Corvid,2,36
3SD,20,After Flood,Cool,Open,Corvid,2,0
3SD,20,After Flood,Cool,Open,Corvid,1,7
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,1,4
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,LittleCrow,1,9
3SD,20,After Flood,Cool,Open,Corvid,2,10
3SD,20,After Flood,Cool,Open,Corvid,2,3
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,LittleCrow,1,4
3SD,20,After Flood,Cool,Open,Corvid,1,4
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,LittleCrow,1,28
3SD,20,After Flood,Cool,Open,Corvid,1,13
3SD,20,After Flood,Cool,Open,Corvid,1,35
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,LittleCrow,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,8
3SD,20,After Flood,Cool,Open,LittleCrow,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,5
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,LittleCrow,1,5
3SD,20,After Flood,Cool,Open,Corvid,1,18
3SD,20,After Flood,Cool,Open,Corvid,1,11
3SD,20,After Flood,Cool,Open,Corvid,1,11
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,8
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,13
3SD,20,After Flood,Cool,Open,Corvid,1,7
3SD,20,After Flood,Cool,Open,LittleCrow,1,14
3SD,20,After Flood,Cool,Open,Corvid,1,17
3SD,20,After Flood,Cool,Open,Corvid,1,7
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,8
3SD,20,After Flood,Cool,Open,LittleCrow,1,12
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,2
3SD,20,After Flood,Cool,Open,Corvid,1,5
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,LittleCrow,1,7
3SD,20,After Flood,Cool,Open,LittleCrow,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,8
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,5
3SD,20,After Flood,Cool,Open,LittleCrow,1,4
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,1,7
3SD,20,After Flood,Cool,Open,Corvid,1,6
3SD,20,After Flood,Cool,Open,Corvid,1,5
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,1,10
3SD,20,After Flood,Cool,Open,Corvid,1,10
3SD,20,After Flood,Cool,Open,Corvid,1,7
3SD,20,After Flood,Cool,Open,Corvid,1,5
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,12
3SD,20,After Flood,Cool,Open,Corvid,1,41
3SD,20,After Flood,Cool,Open,Corvid,1,33
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,2,30
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,2,0
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,LittleCrow,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,3
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,1,9
3SD,20,After Flood,Cool,Open,Corvid,1,1
3SD,20,After Flood,Cool,Open,Corvid,1,0
3SD,20,After Flood,Cool,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,23
4SD,1,After Flood,Warm,Open,Corvid,2,12
4SD,1,After Flood,Warm,Open,Corvid,2,4
4SD,1,After Flood,Warm,Open,Corvid,2,8
4SD,1,After Flood,Warm,Open,Corvid,2,18
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,2,10
4SD,1,After Flood,Warm,Open,Corvid,2,10
4SD,1,After Flood,Warm,Open,Corvid,1,1
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,2
4SD,1,After Flood,Warm,Open,Corvid,2,2
4SD,1,After Flood,Warm,Open,Corvid,2,3
4SD,1,After Flood,Warm,Open,Corvid,2,12
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,4,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,17
4SD,1,After Flood,Warm,Open,Corvid,1,3
4SD,1,After Flood,Warm,Open,LittleCrow,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,4
4SD,1,After Flood,Warm,Open,LittleCrow,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,12
4SD,1,After Flood,Warm,Open,Corvid,2,6
4SD,1,After Flood,Warm,Open,Corvid,2,2
4SD,1,After Flood,Warm,Open,Corvid,2,2
4SD,1,After Flood,Warm,Open,Corvid,2,9
4SD,1,After Flood,Warm,Open,LittleCrow,1,2
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,2,6
4SD,1,After Flood,Warm,Open,Corvid,2,9
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,3,5
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,2,15
4SD,1,After Flood,Warm,Open,Corvid,1,1
4SD,1,After Flood,Warm,Open,Corvid,2,18
4SD,1,After Flood,Warm,Open,Corvid,2,9
4SD,1,After Flood,Warm,Open,Corvid,1,2
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,4,14
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,LittleCrow,2,8
4SD,1,After Flood,Warm,Open,Corvid,2,18
4SD,1,After Flood,Warm,Open,Corvid,2,3
4SD,1,After Flood,Warm,Open,Corvid,5,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,1,2
4SD,1,After Flood,Warm,Open,Corvid,1,10
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,Corvid,2,2
4SD,1,After Flood,Warm,Open,Corvid,3,1
4SD,1,After Flood,Warm,Open,LittleCrow,2,0
4SD,1,After Flood,Warm,Open,Corvid,5,0
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,1,0
4SD,1,After Flood,Warm,Open,LittleCrow,7,9
4SD,1,After Flood,Warm,Open,LittleCrow,9,5
4SD,1,After Flood,Warm,Open,Corvid,2,3
4SD,1,After Flood,Warm,Open,Corvid,2,3
4SD,1,After Flood,Warm,Open,LittleCrow,2,2
4SD,1,After Flood,Warm,Open,Corvid,2,0
4SD,1,After Flood,Warm,Open,Corvid,5,4
4SD,2,After Flood,Warm,Closed,LittleCrow,4,35
4SD,2,After Flood,Warm,Closed,LittleCrow,4,2
4SD,2,After Flood,Warm,Closed,Corvid,4,96
4SD,2,After Flood,Warm,Closed,Corvid,1,19
4SD,2,After Flood,Warm,Closed,Corvid,1,4
4SD,2,After Flood,Warm,Closed,Corvid,1,35
4SD,2,After Flood,Warm,Closed,Corvid,1,11
4SD,2,After Flood,Warm,Closed,Corvid,2,133
4SD,2,After Flood,Warm,Closed,Corvid,2,2
4SD,2,After Flood,Warm,Closed,Corvid,2,4
4SD,2,After Flood,Warm,Closed,Corvid,2,3
4SD,2,After Flood,Warm,Closed,Corvid,1,6
4SD,2,After Flood,Warm,Closed,Corvid,1,1
4SD,2,After Flood,Warm,Closed,Corvid,1,3
4SD,2,After Flood,Warm,Closed,Corvid,1,11
4SD,2,After Flood,Warm,Closed,Corvid,2,6
4SD,2,After Flood,Warm,Closed,Corvid,2,44
4SD,2,After Flood,Warm,Closed,Corvid,2,32
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,21
4SD,2,After Flood,Warm,Closed,Corvid,2,7
4SD,2,After Flood,Warm,Closed,Corvid,3,9
4SD,2,After Flood,Warm,Closed,Corvid,3,15
4SD,2,After Flood,Warm,Closed,Corvid,3,34
4SD,2,After Flood,Warm,Closed,Corvid,1,18
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,21
4SD,2,After Flood,Warm,Closed,Corvid,1,6
4SD,2,After Flood,Warm,Closed,Corvid,1,9
4SD,2,After Flood,Warm,Closed,Corvid,4,14
4SD,2,After Flood,Warm,Closed,Corvid,1,22
4SD,2,After Flood,Warm,Closed,LittleCrow,1,2
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,11
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,9
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,7
4SD,2,After Flood,Warm,Closed,Corvid,1,5
4SD,2,After Flood,Warm,Closed,Corvid,2,21
4SD,2,After Flood,Warm,Closed,Corvid,1,17
4SD,2,After Flood,Warm,Closed,Corvid,1,7
4SD,2,After Flood,Warm,Closed,Corvid,2,3
4SD,2,After Flood,Warm,Closed,Corvid,2,11
4SD,2,After Flood,Warm,Closed,Corvid,2,11
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,1
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,0
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,2
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,10
4SD,2,After Flood,Warm,Closed,Corvid,2,7
4SD,2,After Flood,Warm,Closed,LittleCrow,7,92
4SD,2,After Flood,Warm,Closed,Corvid,2,24
4SD,2,After Flood,Warm,Closed,Corvid,2,7
4SD,2,After Flood,Warm,Closed,Corvid,2,0
4SD,2,After Flood,Warm,Closed,Corvid,2,23
4SD,2,After Flood,Warm,Closed,LittleCrow,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,1
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,19
4SD,2,After Flood,Warm,Closed,Corvid,2,34
4SD,2,After Flood,Warm,Closed,Corvid,2,15
4SD,2,After Flood,Warm,Closed,Corvid,3,31
4SD,2,After Flood,Warm,Closed,Corvid,2,7
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,1
4SD,2,After Flood,Warm,Closed,Corvid,2,8
4SD,2,After Flood,Warm,Closed,Corvid,2,1
4SD,2,After Flood,Warm,Closed,Corvid,2,9
4SD,2,After Flood,Warm,Closed,Corvid,2,5
4SD,2,After Flood,Warm,Closed,Corvid,2,0
4SD,2,After Flood,Warm,Closed,Corvid,2,5
4SD,2,After Flood,Warm,Closed,Corvid,3,2
4SD,2,After Flood,Warm,Closed,Corvid,2,0
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,6,2
4SD,2,After Flood,Warm,Closed,Corvid,4,0
4SD,2,After Flood,Warm,Closed,Corvid,4,20
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,18
4SD,2,After Flood,Warm,Closed,Corvid,2,35
4SD,2,After Flood,Warm,Closed,Corvid,8,114
4SD,2,After Flood,Warm,Closed,Corvid,2,24
4SD,2,After Flood,Warm,Closed,LittleCrow,2,46
4SD,2,After Flood,Warm,Closed,Corvid,2,21
4SD,2,After Flood,Warm,Closed,Corvid,4,37
4SD,2,After Flood,Warm,Closed,Corvid,1,9
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,8
4SD,2,After Flood,Warm,Closed,Corvid,1,8
4SD,2,After Flood,Warm,Closed,Corvid,2,15
4SD,2,After Flood,Warm,Closed,Corvid,2,24
4SD,2,After Flood,Warm,Closed,Corvid,2,11
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,4
4SD,2,After Flood,Warm,Closed,Corvid,2,3
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,1,1
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,31
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,2,After Flood,Warm,Closed,Corvid,2,21
4SD,2,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,8
4SD,3,After Flood,Warm,Closed,Corvid,2,7
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,33
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,21
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,4
4SD,3,After Flood,Warm,Closed,Corvid,2,1
4SD,3,After Flood,Warm,Closed,Corvid,1,13
4SD,3,After Flood,Warm,Closed,Corvid,1,11
4SD,3,After Flood,Warm,Closed,Corvid,1,3
4SD,3,After Flood,Warm,Closed,Corvid,2,10
4SD,3,After Flood,Warm,Closed,LittleCrow,10,206
4SD,3,After Flood,Warm,Closed,LittleCrow,5,184
4SD,3,After Flood,Warm,Closed,Corvid,4,27
4SD,3,After Flood,Warm,Closed,Corvid,2,5
4SD,3,After Flood,Warm,Closed,Corvid,7,31
4SD,3,After Flood,Warm,Closed,Corvid,3,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,LittleCrow,8,137
4SD,3,After Flood,Warm,Closed,Corvid,2,91
4SD,3,After Flood,Warm,Closed,Corvid,1,7
4SD,3,After Flood,Warm,Closed,Corvid,1,13
4SD,3,After Flood,Warm,Closed,Corvid,1,7
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,1
4SD,3,After Flood,Warm,Closed,Corvid,1,8
4SD,3,After Flood,Warm,Closed,Corvid,3,53
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,3,8
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,7
4SD,3,After Flood,Warm,Closed,Corvid,3,52
4SD,3,After Flood,Warm,Closed,Corvid,4,98
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,3,30
4SD,3,After Flood,Warm,Closed,Corvid,1,1
4SD,3,After Flood,Warm,Closed,Corvid,2,13
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,LittleCrow,3,27
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,7,3
4SD,3,After Flood,Warm,Closed,LittleCrow,10,10
4SD,3,After Flood,Warm,Closed,Corvid,1,1
4SD,3,After Flood,Warm,Closed,Corvid,2,6
4SD,3,After Flood,Warm,Closed,Corvid,1,10
4SD,3,After Flood,Warm,Closed,Corvid,2,25
4SD,3,After Flood,Warm,Closed,Corvid,1,15
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,4,1
4SD,3,After Flood,Warm,Closed,Corvid,4,4
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,3,3
4SD,3,After Flood,Warm,Closed,Corvid,2,8
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,19
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,17
4SD,3,After Flood,Warm,Closed,Corvid,1,1
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,21
4SD,3,After Flood,Warm,Closed,Corvid,2,19
4SD,3,After Flood,Warm,Closed,Corvid,1,11
4SD,3,After Flood,Warm,Closed,Corvid,3,0
4SD,3,After Flood,Warm,Closed,Corvid,2,13
4SD,3,After Flood,Warm,Closed,Corvid,3,25
4SD,3,After Flood,Warm,Closed,Corvid,2,38
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,6
4SD,3,After Flood,Warm,Closed,Corvid,1,5
4SD,3,After Flood,Warm,Closed,Corvid,2,1
4SD,3,After Flood,Warm,Closed,Corvid,4,16
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,2,10
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,3,71
4SD,3,After Flood,Warm,Closed,Corvid,2,4
4SD,3,After Flood,Warm,Closed,Corvid,2,1
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,12
4SD,3,After Flood,Warm,Closed,Corvid,2,1
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,0
4SD,3,After Flood,Warm,Closed,Corvid,1,17
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,2,2
4SD,3,After Flood,Warm,Closed,Corvid,2,13
4SD,3,After Flood,Warm,Closed,Corvid,1,4
4SD,3,After Flood,Warm,Closed,Corvid,1,18
4SD,3,After Flood,Warm,Closed,Corvid,2,9
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,3,After Flood,Warm,Closed,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,3,0
4SD,4,After Flood,Warm,Open,Corvid,4,9
4SD,4,After Flood,Warm,Open,Corvid,1,2
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,7
4SD,4,After Flood,Warm,Open,Corvid,7,113
4SD,4,After Flood,Warm,Open,LittleCrow,11,58
4SD,4,After Flood,Warm,Open,LittleCrow,11,15
4SD,4,After Flood,Warm,Open,LittleCrow,11,7
4SD,4,After Flood,Warm,Open,LittleCrow,11,0
4SD,4,After Flood,Warm,Open,LittleCrow,5,0
4SD,4,After Flood,Warm,Open,LittleCrow,5,0
4SD,4,After Flood,Warm,Open,LittleCrow,5,20
4SD,4,After Flood,Warm,Open,LittleCrow,5,0
4SD,4,After Flood,Warm,Open,LittleCrow,2,0
4SD,4,After Flood,Warm,Open,Corvid,3,16
4SD,4,After Flood,Warm,Open,Corvid,5,12
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,3,8
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,LittleCrow,13,213
4SD,4,After Flood,Warm,Open,Corvid,1,2
4SD,4,After Flood,Warm,Open,Corvid,2,7
4SD,4,After Flood,Warm,Open,Corvid,3,35
4SD,4,After Flood,Warm,Open,Corvid,3,37
4SD,4,After Flood,Warm,Open,Corvid,3,26
4SD,4,After Flood,Warm,Open,Corvid,3,5
4SD,4,After Flood,Warm,Open,Corvid,3,3
4SD,4,After Flood,Warm,Open,Corvid,3,0
4SD,4,After Flood,Warm,Open,Corvid,3,2
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,1,4
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,5
4SD,4,After Flood,Warm,Open,Corvid,3,18
4SD,4,After Flood,Warm,Open,Corvid,2,6
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,LittleCrow,6,44
4SD,4,After Flood,Warm,Open,Corvid,10,8
4SD,4,After Flood,Warm,Open,Corvid,9,107
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,5
4SD,4,After Flood,Warm,Open,Corvid,5,2
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,1
4SD,4,After Flood,Warm,Open,Corvid,2,7
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,4
4SD,4,After Flood,Warm,Open,Corvid,1,2
4SD,4,After Flood,Warm,Open,Corvid,2,2
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,5,6
4SD,4,After Flood,Warm,Open,Corvid,4,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,5,3
4SD,4,After Flood,Warm,Open,Corvid,5,2
4SD,4,After Flood,Warm,Open,Corvid,4,2
4SD,4,After Flood,Warm,Open,Corvid,1,2
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,3,9
4SD,4,After Flood,Warm,Open,Corvid,1,9
4SD,4,After Flood,Warm,Open,Corvid,3,10
4SD,4,After Flood,Warm,Open,Corvid,1,3
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,1,6
4SD,4,After Flood,Warm,Open,LittleCrow,2,6
4SD,4,After Flood,Warm,Open,Corvid,4,7
4SD,4,After Flood,Warm,Open,Corvid,4,6
